aresta,vertice1,vertice2,fluxo
1,64,8520,0 
2,64,6636,1 
3,64,3842,2 
4,64,1520,0 
5,64,9026,1 
6,8520,3165,0 
7,8520,7232,0 
8,8520,3105,0 
9,8520,3264,3 
10,8176,3989,0 
11,8176,2364,0 
12,8176,4725,0 
13,8176,825,0 
14,3989,6128,0 
15,3989,8090,0 
16,3989,131,2 
17,3989,5384,3 
18,3989,1187,1 
19,3989,2635,4 
20,3989,5690,6 
21,3989,602,2 
22,5048,2363,0 
23,5048,7951,0 
24,5048,3804,0 
25,5048,3801,0 
26,5048,779,0 
27,5048,8452,0 
28,5048,4279,0 
29,5048,3733,0 
30,5048,9049,0 
31,5048,7603,0 
32,5048,9900,0 
33,5048,8425,0 
34,2363,1834,0 
35,2363,3762,0 
36,2363,7684,0 
37,5043,2818,0 
38,5043,3082,0 
39,5043,3821,1 
40,5043,3132,5 
41,5043,8127,2 
42,2818,7662,0 
43,2818,1189,0 
44,2818,7970,0 
45,2818,9934,0 
46,2818,9531,0 
47,2818,6641,0 
48,2818,3996,0 
49,2818,6183,0 
50,2818,6152,7 
51,7612,676,0 
52,7612,5057,0 
53,7612,5829,0 
54,7612,8965,0 
55,7612,7169,0 
56,7612,5952,0 
57,7612,673,0 
58,7612,6490,0 
59,7612,2024,0 
60,7612,5272,8 
61,676,5469,2 
62,676,4920,0 
63,676,2711,7 
64,676,5143,2 
65,2867,555,0 
66,2867,7311,0 
67,2867,4011,0 
68,2867,7198,0 
69,2867,5667,0 
70,2867,8878,0 
71,2867,712,0 
72,2867,6706,0 
73,2867,7857,0 
74,555,1114,0 
75,555,576,0 
76,555,849,0 
77,555,553,0 
78,555,5124,0 
79,555,8041,0 
80,555,803,4 
81,555,8511,3 
82,609,1220,0 
83,609,1393,2 
84,609,243,3 
85,609,9933,4 
86,1220,2516,0 
87,1220,6769,0 
88,1220,1734,0 
89,1220,3425,0 
90,1220,4601,0 
91,1220,5412,0 
92,1220,8911,0 
93,1220,6291,0 
94,1220,4291,1 
95,1220,1091,1 
96,1391,8577,0 
97,1391,2062,0 
98,1391,6300,0 
99,1391,9146,0 
100,1391,560,0 
101,1391,2864,0 
102,1391,9659,0 
103,1391,1506,0 
104,1391,3310,0 
105,1391,5867,0 
106,8577,602,0 
107,8577,6851,0 
108,8577,6151,0 
109,8577,6001,0 
110,8577,7287,0 
111,8038,7247,0 
112,8038,4766,0 
113,8038,658,0 
114,8038,8622,0 
115,8038,9503,0 
116,8038,9320,0 
117,8038,9405,1 
118,8038,2098,5 
119,7247,7154,0 
120,7247,897,0 
121,7247,6668,0 
122,7247,4372,0 
123,7247,624,5 
124,7247,2286,1 
125,8430,6556,0 
126,8430,5573,0 
127,8430,702,0 
128,8430,3996,1 
129,8430,7993,6 
130,6556,4640,0 
131,6556,73,0 
132,6556,7662,0 
133,6556,9016,4 
134,6556,2630,0 
135,6556,1381,0 
136,6556,3120,1 
137,6556,4625,0 
138,7243,8167,0 
139,7243,3326,0 
140,7243,2980,0 
141,7243,5398,0 
142,7243,2212,0 
143,8167,4644,3 
144,8167,2955,8 
145,8167,7801,4 
146,8167,2526,6 
147,9295,8760,0 
148,9295,1262,0 
149,9295,462,0 
150,9295,5325,0 
151,9295,465,0 
152,9295,4565,0 
153,8760,7366,0 
154,8760,5497,0 
155,8760,53,0 
156,8760,8506,0 
157,8760,2744,0 
158,8760,28,0 
159,8760,5210,0 
160,8760,8780,0 
161,8760,9171,0 
162,8590,6512,0 
163,8590,8486,0 
164,8590,5270,0 
165,8590,4145,0 
166,8590,9462,1 
167,8590,3975,8 
168,6512,9463,0 
169,6512,5421,0 
170,6512,8287,0 
171,6512,2898,0 
172,6512,6337,2 
173,6512,8352,2 
174,6512,3588,5 
175,1877,4503,0 
176,1877,1386,0 
177,1877,2323,0 
178,1877,2074,0 
179,1877,1192,0 
180,1877,3448,0 
181,1877,7735,0 
182,1877,9633,0 
183,1877,8553,0 
184,4503,7737,0 
185,4503,2801,0 
186,4503,7598,0 
187,4503,6176,0 
188,4503,700,0 
189,4503,481,4 
190,4503,8304,7 
191,3823,410,1 
192,3823,7131,3 
193,3823,6810,1 
194,3823,5063,1 
195,3823,3650,0 
196,3823,8864,0 
197,3823,73,3 
198,410,4281,0 
199,410,4923,1 
200,410,8859,9 
201,410,915,0 
202,410,4032,0 
203,410,4516,1 
204,410,4178,5 
205,410,2526,5 
206,410,7996,2 
207,7191,5606,1 
208,7191,5458,0 
209,7191,48,0 
210,7191,4032,0 
211,7191,5329,0 
212,7191,9341,1 
213,7191,9680,1 
214,7191,8631,0 
215,5606,8524,0 
216,5606,5607,0 
217,5606,509,0 
218,5606,6825,1 
219,5606,4932,2 
220,4240,1525,0 
221,4240,5861,0 
222,4240,8507,0 
223,4240,6275,1 
224,1525,256,0 
225,1525,9791,0 
226,1525,779,0 
227,1525,112,0 
228,1525,476,3 
229,5011,2538,0 
230,5011,7395,0 
231,5011,3153,0 
232,5011,9596,0 
233,5011,6227,0 
234,5011,9307,0 
235,5011,7802,0 
236,5011,1940,0 
237,2538,9612,0 
238,2538,5360,0 
239,2538,3179,0 
240,2538,1985,0 
241,2538,2339,0 
242,2538,8982,0 
243,7521,308,0 
244,7521,6556,0 
245,7521,4767,0 
246,7521,8798,0 
247,7521,4463,0 
248,7521,1948,3 
249,308,6516,3 
250,308,4085,2 
251,308,8452,8 
252,308,2967,2 
253,302,6399,0 
254,302,5082,0 
255,302,1617,0 
256,302,4382,1 
257,302,8550,6 
258,6399,48,0 
259,6399,2205,0 
260,6399,2253,1 
261,6399,2943,2 
262,6399,3604,3 
263,3748,6489,0 
264,3748,3160,0 
265,3748,8421,0 
266,3748,4214,0 
267,3748,667,3 
268,6489,6920,0 
269,6489,2414,0 
270,6489,3900,0 
271,6489,595,1 
272,6489,1221,2 
273,2445,2070,0 
274,2445,4666,0 
275,2445,6782,0 
276,2445,467,0 
277,2445,480,0 
278,2070,9179,0 
279,2070,595,0 
280,2070,8338,0 
281,2070,2866,0 
282,2070,8859,1 
283,8143,7618,0 
284,8143,3643,0 
285,8143,891,0 
286,8143,4978,0 
287,8143,95,0 
288,8143,9837,0 
289,7618,4016,0 
290,7618,3176,10 
291,7618,6239,3 
292,7347,7668,0 
293,7347,2470,1 
294,7347,3566,2 
295,7347,6901,2 
296,7347,9795,0 
297,7347,7978,4 
298,7668,7347,0 
299,7668,8028,0 
300,7668,1837,2 
301,7668,3898,3 
302,7668,7993,1 
303,992,4423,1 
304,992,7930,2 
305,992,4749,0 
306,992,6160,0 
307,992,7986,2 
308,992,1761,4 
309,4423,2926,0 
310,4423,2708,0 
311,4423,5896,0 
312,4423,8864,0 
313,4423,407,1 
314,4423,1726,0 
315,4423,7993,0 
316,4423,4145,1 
317,4423,4122,8 
318,3343,8152,0 
319,3343,8437,0 
320,3343,8475,0 
321,3343,5928,0 
322,3343,7426,0 
323,3343,9657,0 
324,3343,8813,0 
325,3343,3601,2 
326,8152,5006,0 
327,8152,3354,0 
328,8152,901,0 
329,8152,3790,0 
330,8152,9328,3 
331,8152,8255,1 
332,720,9018,0 
333,720,4187,0 
334,720,5068,0 
335,720,2240,0 
336,720,3991,0 
337,720,2578,2 
338,720,344,1 
339,9018,197,0 
340,9018,1408,0 
341,9018,2791,3 
342,1728,5320,0 
343,1728,3330,0 
344,1728,6003,0 
345,1728,2354,0 
346,1728,3674,0 
347,1728,3353,2 
348,1728,1722,2 
349,1728,4695,0 
350,1728,9763,0 
351,1728,9421,3 
352,5320,8323,0 
353,5320,9934,0 
354,5320,9509,0 
355,5320,816,0 
356,5320,2688,0 
357,5320,897,3 
358,5320,3521,4 
359,5320,3172,2 
360,5320,5639,1 
361,5541,5321,0 
362,5541,5596,0 
363,5541,5457,3 
364,5321,6100,0 
365,5321,7750,0 
366,5321,5669,0 
367,5321,1012,0 
368,5321,3566,0 
369,724,1564,0 
370,724,8402,0 
371,724,936,0 
372,724,9362,0 
373,724,4496,0 
374,724,9176,0 
375,724,1582,3 
376,1564,9212,0 
377,1564,3254,0 
378,1564,7989,0 
379,1564,7886,0 
380,1564,3787,0 
381,1564,6782,0 
382,1564,7489,7 
383,5922,2961,0 
384,5922,3002,0 
385,5922,1928,0 
386,5922,9528,0 
387,5922,1922,0 
388,5922,4876,0 
389,5922,7615,0 
390,2961,9941,0 
391,2961,3701,0 
392,2961,3490,0 
393,2961,802,0 
394,2961,6696,2 
395,3727,7364,0 
396,3727,4200,2 
397,3727,2685,1 
398,3727,7447,3 
399,7364,6385,0 
400,7364,1913,0 
401,7364,1486,0 
402,7364,9937,0 
403,7364,9878,7 
404,9941,7379,1 
405,1481,3849,0 
406,1481,4960,0 
407,1481,7258,0 
408,1481,1832,0 
409,1481,601,0 
410,1481,8053,0 
411,1481,9355,0 
412,1481,2848,0 
413,1481,824,0 
414,3849,4578,0 
415,3849,1035,0 
416,3849,2982,0 
417,3849,4463,0 
418,3849,9653,0 
419,3849,2984,0 
420,3849,7997,0 
421,3849,180,0 
422,98,5371,0 
423,98,9698,0 
424,98,4431,0 
425,98,3053,0 
426,98,7476,0 
427,98,330,0 
428,98,2296,0 
429,98,8002,0 
430,98,6415,0 
431,5371,9277,0 
432,5371,5415,0 
433,5371,7903,0 
434,5371,3623,0 
435,5371,4253,0 
436,5371,7833,0 
437,5371,8639,0 
438,8102,1519,0 
439,8102,7030,1 
440,8102,2196,3 
441,1519,812,0 
442,1519,330,0 
443,1519,4706,0 
444,1519,1088,0 
445,1519,4238,0 
446,1519,3596,0 
447,1519,751,4 
448,2808,6898,0 
449,2808,6897,0 
450,2808,2341,0 
451,2808,6673,0 
452,2808,1339,0 
453,6898,320,0 
454,6898,7662,0 
455,6898,4587,0 
456,6898,2088,0 
457,6898,9414,0 
458,6898,3104,0 
459,2344,1857,0 
460,2344,8262,0 
461,2344,8153,0 
462,2344,9847,0 
463,2344,5212,0 
464,2344,1792,0 
465,2344,3891,0 
466,2344,9719,0 
467,2344,3597,1 
468,2344,1604,3 
469,1857,3926,0 
470,1857,2796,0 
471,1857,4644,0 
472,1857,6933,0 
473,1857,9794,0 
474,1857,6890,0 
475,1857,5838,1 
476,1857,5505,1 
477,2997,6155,0 
478,2997,2658,0 
479,2997,1088,0 
480,2997,4109,1 
481,2997,6561,1 
482,2997,7327,3 
483,6155,4640,1 
484,6155,8582,1 
485,6155,9573,2 
486,6155,372,0 
487,6155,4323,1 
488,6155,4566,3 
489,6155,5781,2 
490,3734,8873,2 
491,3734,7222,2 
492,3734,477,7 
493,3734,2448,10 
494,3734,5400,5 
495,8873,7202,0 
496,8873,2,3 
497,8873,8028,0 
498,8873,3781,9 
499,8873,9113,8 
500,7074,9177,0 
501,7074,2926,0 
502,7074,3949,0 
503,7074,923,0 
504,7074,9241,0 
505,7074,8008,0 
506,7074,9105,0 
507,7074,8661,0 
508,7074,7608,0 
509,7074,7049,0 
510,7074,3350,0 
511,9177,9911,0 
512,9177,5633,0 
513,9177,7396,0 
514,9177,2240,0 
515,9177,5006,0 
516,9177,47,0 
517,9177,8728,0 
518,9177,1729,1 
519,3731,3151,0 
520,3731,5314,0 
521,3731,1044,0 
522,3731,526,0 
523,3731,2338,0 
524,3731,7819,0 
525,3731,451,0 
526,3731,5902,0 
527,3731,6014,0 
528,3731,8148,0 
529,3731,7983,0 
530,3731,5068,0 
531,3151,6541,0 
532,3151,4744,0 
533,3151,1470,0 
534,3151,1648,0 
535,3151,5345,0 
536,3151,7485,0 
537,3151,8880,4 
538,5752,4655,0 
539,5752,2448,0 
540,5752,3542,0 
541,5752,212,0 
542,5752,568,1 
543,5752,7499,1 
544,5752,910,0 
545,5752,999,2 
546,5752,1520,1 
547,4655,3462,0 
548,4655,2415,0 
549,4655,5149,2 
550,4655,3131,3 
551,8491,9402,0 
552,8491,3240,0 
553,8491,227,0 
554,8491,9802,0 
555,8491,6897,0 
556,8491,5345,0 
557,8491,5783,5 
558,9402,8791,0 
559,9402,4992,0 
560,9402,897,1 
561,9402,6220,6 
562,1173,5077,0 
563,1173,8935,0 
564,1173,8454,0 
565,1173,5715,0 
566,1173,6044,0 
567,1173,2315,1 
568,1173,6616,4 
569,5077,3468,0 
570,5077,2513,0 
571,5077,3150,0 
572,5077,7512,1 
573,5077,1223,1 
574,2467,9811,0 
575,2467,1312,0 
576,9811,9032,0 
577,9811,9264,0 
578,9811,6613,0 
579,9811,20,0 
580,9811,6041,0 
581,9811,1878,0 
582,9811,8910,0 
583,9811,1430,0 
584,9811,8864,0 
585,4436,2429,0 
586,4436,8586,0 
587,4436,5614,0 
588,4436,6717,0 
589,4436,7786,1 
590,4436,1085,4 
591,4436,7678,2 
592,2429,3076,0 
593,2429,8511,0 
594,2429,6959,0 
595,2429,709,0 
596,2429,1553,0 
597,2429,4782,1 
598,9988,3938,0 
599,9988,9396,0 
600,9988,9905,0 
601,9988,9749,0 
602,9988,8263,0 
603,9988,628,0 
604,9988,7326,0 
605,9988,1948,0 
606,9988,9764,0 
607,9988,8196,0 
608,9988,4865,0 
609,3938,2337,0 
610,3938,7620,0 
611,3938,9400,0 
612,3938,6922,0 
613,3938,7784,0 
614,3938,9985,1 
615,7011,8909,0 
616,7011,2876,0 
617,7011,2415,0 
618,7011,5681,0 
619,7011,7109,0 
620,7011,5462,1 
621,7011,2596,0 
622,7011,9444,0 
623,7011,2631,6 
624,8909,2490,0 
625,8909,8723,3 
626,2470,6160,0 
627,2470,8864,0 
628,2470,8582,0 
629,2470,2639,0 
630,2470,2630,0 
631,2470,5197,2 
632,2470,6626,2 
633,2470,4516,1 
634,2470,2549,7 
635,6160,6518,0 
636,6160,3758,0 
637,6160,5829,6 
638,6160,2530,0 
639,6160,4874,2 
640,6160,9066,1 
641,6160,7316,1 
642,4070,3751,0 
643,4070,5588,0 
644,4070,860,0 
645,4070,1376,0 
646,4070,8937,5 
647,3751,387,0 
648,3751,6322,0 
649,3751,4013,1 
650,624,6385,0 
651,624,8620,0 
652,624,3864,0 
653,624,9997,3 
654,624,5367,7 
655,6385,903,0 
656,6385,495,0 
657,6385,7815,0 
658,6385,880,0 
659,6385,9104,3 
660,6385,9683,1 
661,9629,6359,0 
662,9629,507,0 
663,9629,8077,0 
664,9629,6233,3 
665,9629,502,1 
666,6359,915,0 
667,6359,4,0 
668,6359,4409,0 
669,6359,6087,5 
670,6359,9479,1 
671,6359,4944,6 
672,6359,2458,6 
673,4840,9434,9 
674,4840,6350,6 
675,4840,4679,3 
676,4840,507,4 
677,4840,1627,4 
678,9434,4800,1 
679,9434,4877,0 
680,9434,8321,5 
681,9434,2032,1 
682,9434,3554,2 
683,9434,9763,8 
684,2858,6226,0 
685,2858,9184,2 
686,2858,8784,2 
687,2858,4239,0 
688,2858,387,0 
689,2858,5919,2 
690,6226,757,0 
691,6226,713,0 
692,6226,6634,0 
693,6226,3708,0 
694,6226,3054,0 
695,6226,5766,6 
696,2990,5307,0 
697,2990,5172,0 
698,2990,9403,0 
699,2990,9723,0 
700,5307,5675,0 
701,5307,5444,0 
702,5307,1336,0 
703,5307,7179,0 
704,5307,5309,0 
705,5307,4875,0 
706,5307,5935,0 
707,6770,2874,0 
708,6770,5660,0 
709,6770,3221,0 
710,6770,9901,0 
711,6770,7904,0 
712,6770,794,0 
713,6770,2781,0 
714,2874,1150,0 
715,2874,6281,0 
716,2874,9691,0 
717,2874,4018,0 
718,2874,5686,0 
719,2874,6814,2 
720,7384,3222,0 
721,7384,4468,0 
722,7384,9744,1 
723,7384,9848,0 
724,7384,4052,0 
725,7384,1665,9 
726,3222,2143,0 
727,3222,3694,0 
728,3222,3063,1 
729,3222,6184,0 
730,3222,6022,4 
731,2144,5503,0 
732,2144,8408,0 
733,2144,9378,0 
734,2144,1566,0 
735,5503,2888,0 
736,5503,480,0 
737,5503,2263,0 
738,5503,9434,0 
739,5503,2896,0 
740,5503,4340,0 
741,4451,9610,0 
742,4451,9694,0 
743,4451,5844,0 
744,4451,8138,0 
745,4451,8588,1 
746,9610,1648,0 
747,9610,3312,0 
748,9610,7612,0 
749,9610,7037,0 
750,9610,5661,2 
751,9610,1453,3 
752,2042,5260,0 
753,2042,6540,0 
754,2042,6359,0 
755,2042,4002,0 
756,2042,5121,0 
757,2042,8178,1 
758,2042,5549,1 
759,5260,1573,0 
760,5260,6105,0 
761,5260,5381,0 
762,5260,5014,0 
763,3230,9417,0 
764,3230,9444,0 
765,3230,7492,0 
766,3230,9117,0 
767,3230,3239,0 
768,3230,8821,0 
769,3230,7442,0 
770,3230,7259,0 
771,3230,6969,1 
772,3230,9208,6 
773,9417,9957,0 
774,9417,2641,0 
775,9417,8940,0 
776,9417,5163,0 
777,9417,4478,0 
778,9417,7783,0 
779,9417,4331,2 
780,6597,6904,0 
781,6597,7808,0 
782,6597,7282,0 
783,6597,5928,0 
784,6597,1386,0 
785,6597,2292,0 
786,6597,2275,0 
787,6597,901,0 
788,6597,4309,1 
789,6904,8600,0 
790,6904,2800,0 
791,6904,1196,0 
792,6904,8149,0 
793,6904,908,0 
794,6904,6345,0 
795,6904,3588,0 
796,6904,1498,0 
797,6904,5505,0 
798,6904,3413,1 
799,6904,3424,1 
800,6904,676,5 
801,4120,9953,0 
802,4120,1150,0 
803,4120,3490,0 
804,4120,3239,0 
805,4120,2824,0 
806,4120,8869,3 
807,9953,5805,0 
808,9953,4633,0 
809,9953,8074,0 
810,9953,1508,1 
811,9953,3992,0 
812,9953,3077,6 
813,9953,4809,2 
814,3763,5551,0 
815,3763,6265,0 
816,3763,9304,0 
817,3763,8058,0 
818,3763,7403,0 
819,3763,6668,0 
820,3763,482,0 
821,3763,1953,0 
822,3763,4649,0 
823,3763,1382,1 
824,5551,2722,0 
825,5551,1554,0 
826,5551,4695,1 
827,5551,3758,0 
828,5551,4035,0 
829,5551,4083,2 
830,6983,4300,0 
831,6983,3737,0 
832,6983,7584,0 
833,6983,3800,0 
834,6983,4305,0 
835,6983,6251,2 
836,4300,9937,0 
837,4300,1192,0 
838,4300,607,0 
839,4300,9034,0 
840,4300,7854,0 
841,4300,9144,0 
842,4300,1119,0 
843,4300,1373,1 
844,7221,8045,0 
845,7221,8964,0 
846,7221,5034,1 
847,7221,1388,1 
848,7221,2688,0 
849,7221,8156,2 
850,8045,8123,1 
851,8045,9007,6 
852,8045,9635,7 
853,8045,2207,5 
854,8045,1809,3 
855,1719,73,0 
856,1719,9582,0 
857,1719,1808,0 
858,1719,3278,0 
859,1719,6235,0 
860,73,5443,3 
861,73,7128,4 
862,73,2530,0 
863,73,502,0 
864,73,3758,2 
865,73,4201,1 
866,73,9066,2 
867,9854,6172,0 
868,9854,1886,0 
869,9854,797,0 
870,9854,9397,0 
871,9854,5651,0 
872,9854,6998,0 
873,9854,8675,2 
874,9854,5141,1 
875,9854,1242,0 
876,6172,4054,0 
877,6172,9732,0 
878,6172,5047,0 
879,6172,6679,0 
880,6172,8774,0 
881,6172,8428,0 
882,6172,754,0 
883,6172,8270,0 
884,7129,7804,0 
885,7129,7611,0 
886,7129,7479,0 
887,7129,3056,0 
888,7129,1795,0 
889,7129,6720,0 
890,7129,9288,0 
891,7129,3997,0 
892,7129,4979,0 
893,7129,4099,2 
894,7804,2487,0 
895,7804,2803,2 
896,927,651,0 
897,927,4035,0 
898,927,7731,0 
899,927,8581,0 
900,927,7095,3 
901,927,4391,0 
902,927,4399,1 
903,927,5966,1 
904,927,4476,1 
905,651,2303,1 
906,651,3366,0 
907,651,674,0 
908,651,7462,6 
909,651,5874,5 
910,2246,16,0 
911,2246,1560,0 
912,2246,5005,0 
913,2246,286,0 
914,2246,5177,0 
915,2246,9277,0 
916,2246,7715,0 
917,2246,9002,0 
918,2246,5548,0 
919,2246,4547,0 
920,2246,2954,0 
921,2246,8332,2 
922,16,9291,0 
923,16,666,1 
924,16,1346,2 
925,16,7624,2 
926,2212,4203,0 
927,2212,989,0 
928,2212,2,5 
929,2212,2322,0 
930,2212,5035,0 
931,2212,6121,0 
932,2212,8727,0 
933,2212,8010,0 
934,2212,3134,0 
935,4203,9485,0 
936,4203,7537,6 
937,3673,2058,0 
938,3673,7775,0 
939,3673,5364,0 
940,3673,1171,0 
941,3673,855,0 
942,3673,6219,0 
943,3673,8921,0 
944,3673,5510,3 
945,2058,1306,0 
946,2058,2001,0 
947,2058,8198,0 
948,2058,1938,0 
949,2058,6138,1 
950,2058,8021,1 
951,158,3285,0 
952,158,7028,0 
953,158,8573,0 
954,158,8449,0 
955,158,5193,0 
956,158,596,0 
957,158,5464,0 
958,158,2555,0 
959,158,977,0 
960,158,2314,0 
961,158,6627,0 
962,158,7407,0 
963,3285,4057,0 
964,3285,1604,0 
965,3285,1947,0 
966,3285,9294,0 
967,3285,2193,0 
968,3285,1275,0 
969,3285,1409,0 
970,3285,5577,0 
971,3285,978,0 
972,3285,548,0 
973,3285,388,0 
974,9693,1351,0 
975,9693,3446,0 
976,9693,8921,0 
977,9693,8617,0 
978,9693,8295,0 
979,9693,7807,0 
980,9693,5778,0 
981,9693,4146,0 
982,1351,977,0 
983,1351,3722,0 
984,1351,3753,0 
985,1351,4631,0 
986,1351,7750,0 
987,1351,1613,1 
988,1351,8645,8 
989,7416,2605,0 
990,7416,6556,0 
991,7416,252,0 
992,7416,9399,0 
993,7416,9857,0 
994,7416,9935,0 
995,7416,6621,0 
996,7416,6934,7 
997,2605,2974,0 
998,2605,3319,0 
999,2605,2343,0 
1000,2605,8551,0 
1001,2605,6467,0 
1002,2605,9019,0 
1003,2605,6046,0 
1004,7351,2578,0 
1005,7351,8921,0 
1006,7351,5122,0 
1007,7351,4256,0 
1008,2578,7447,0 
1009,2578,1342,0 
1010,2578,7858,0 
1011,2578,9428,0 
1012,2578,4669,1 
1013,2578,6139,0 
1014,2578,2985,0 
1015,2578,3211,2 
1016,2578,8163,0 
1017,8313,4873,0 
1018,8313,3752,0 
1019,8313,4868,0 
1020,8313,4754,0 
1021,8313,59,0 
1022,8313,1888,0 
1023,8313,9080,0 
1024,4873,3896,0 
1025,4873,7321,0 
1026,4873,7411,0 
1027,4873,9239,0 
1028,4873,620,6 
1029,4873,1358,4 
1030,8587,9807,0 
1031,8587,88,0 
1032,8587,9509,0 
1033,8587,7721,0 
1034,8587,410,1 
1035,8587,5608,0 
1036,8587,9915,0 
1037,8587,2354,1 
1038,8587,5551,1 
1039,9807,4840,0 
1040,9807,1726,0 
1041,9807,6350,0 
1042,9807,4239,0 
1043,9807,5639,0 
1044,9807,502,0 
1045,9807,9685,9 
1046,9807,4911,5 
1047,9807,1057,0 
1048,2668,5647,0 
1049,2668,7666,0 
1050,2668,3598,0 
1051,2668,6172,0 
1052,2668,2067,0 
1053,2668,9772,0 
1054,2668,8573,0 
1055,2668,4074,1 
1056,2668,8775,0 
1057,5647,2490,0 
1058,5647,9133,0 
1059,5647,112,0 
1060,5647,6676,0 
1061,5647,987,3 
1062,8110,3909,0 
1063,8110,6248,0 
1064,8110,2364,0 
1065,8110,5333,0 
1066,8110,9865,0 
1067,8110,3288,0 
1068,8110,1316,6 
1069,3909,6726,0 
1070,3909,1489,0 
1071,3909,8339,0 
1072,3909,1062,0 
1073,8086,5493,0 
1074,8086,4079,0 
1075,8086,2728,1 
1076,8086,9994,8 
1077,8086,9764,0 
1078,5493,9336,0 
1079,5493,4549,0 
1080,5493,6502,0 
1081,5493,3014,0 
1082,5493,8422,0 
1083,5493,1693,2 
1084,775,4946,0 
1085,775,7471,0 
1086,775,2575,0 
1087,4946,6738,0 
1088,4946,9647,0 
1089,4946,4298,0 
1090,4946,3829,3 
1091,7874,4341,0 
1092,7874,5937,0 
1093,7874,179,0 
1094,7874,5321,0 
1095,7874,3814,0 
1096,7874,6557,0 
1097,7874,1402,0 
1098,7874,2554,0 
1099,7874,8954,0 
1100,7874,1750,0 
1101,4341,6087,1 
1102,4341,236,2 
1103,4341,3394,0 
1104,4341,9315,6 
1105,7838,6082,0 
1106,7838,3169,0 
1107,7838,8899,0 
1108,7838,7081,0 
1109,7838,5667,0 
1110,7838,554,0 
1111,7838,5032,0 
1112,7838,611,0 
1113,7838,6601,0 
1114,6082,4122,0 
1115,6082,5082,0 
1116,6082,7645,0 
1117,6082,9447,0 
1118,6082,3099,0 
1119,6082,6394,0 
1120,6082,9834,0 
1121,6082,3349,0 
1122,6082,9031,0 
1123,6082,5773,0 
1124,6082,7172,0 
1125,6082,7278,0 
1126,2978,8156,0 
1127,2978,3698,1 
1128,2978,3169,3 
1129,2978,5950,4 
1130,2978,2105,2 
1131,8156,8512,0 
1132,8156,605,0 
1133,8156,6840,0 
1134,8156,1191,0 
1135,8156,6003,0 
1136,8156,2704,0 
1137,8156,8166,0 
1138,8156,361,0 
1139,8156,129,2 
1140,1553,2105,0 
1141,1553,6609,0 
1142,1553,2495,0 
1143,1553,4670,0 
1144,1553,3919,0 
1145,1553,1221,1 
1146,2105,1761,8 
1147,2105,7361,0 
1148,2105,9697,7 
1149,2105,8355,5 
1150,3755,2714,0 
1151,3755,1625,1 
1152,3755,8256,2 
1153,3755,9234,2 
1154,3755,5955,1 
1155,2714,4597,0 
1156,2714,4740,0 
1157,2714,9962,0 
1158,2714,4077,0 
1159,2714,7434,0 
1160,5065,4565,0 
1161,5065,3320,0 
1162,5065,730,0 
1163,5065,6225,0 
1164,5065,1445,0 
1165,5065,3477,0 
1166,5065,5179,0 
1167,4565,1690,0 
1168,4565,7027,0 
1169,4565,9989,0 
1170,4565,9304,0 
1171,4565,8436,1 
1172,4565,1871,6 
1173,7792,521,0 
1174,7792,9831,0 
1175,7792,3517,0 
1176,7792,3908,8 
1177,521,5697,0 
1178,521,1218,0 
1179,521,7270,1 
1180,521,6399,0 
1181,521,3136,0 
1182,8834,8524,0 
1183,8834,4848,0 
1184,8834,3759,0 
1185,8834,2210,0 
1186,8834,3358,1 
1187,8834,4597,0 
1188,8834,1964,1 
1189,8834,7105,1 
1190,8834,7136,3 
1191,8524,7029,0 
1192,8524,4865,0 
1193,8524,3806,0 
1194,8524,8662,2 
1195,8524,9890,1 
1196,8217,9973,0 
1197,8217,246,0 
1198,8217,9285,1 
1199,8217,4501,0 
1200,8217,5521,6 
1201,9973,6359,0 
1202,9973,3703,0 
1203,9973,8546,0 
1204,9973,4473,1 
1205,9973,2935,8 
1206,8278,7755,0 
1207,8278,2739,0 
1208,8278,2702,0 
1209,8278,6694,0 
1210,8278,9851,0 
1211,8278,6684,0 
1212,8278,5191,1 
1213,7755,5764,0 
1214,7755,5796,0 
1215,7755,1230,0 
1216,7755,3694,0 
1217,7755,5695,0 
1218,7755,6642,2 
1219,5643,7239,0 
1220,5643,1768,0 
1221,7239,2303,0 
1222,7239,2183,0 
1223,7239,6853,0 
1224,7239,3078,0 
1225,7239,8762,1 
1226,4057,9640,1 
1227,4057,2032,0 
1228,4057,5429,4 
1229,4057,8845,5 
1230,4057,9159,2 
1231,571,3268,0 
1232,571,594,0 
1233,571,9228,0 
1234,571,1218,0 
1235,3268,4468,0 
1236,3268,4347,0 
1237,3268,7471,2 
1238,3268,8006,0 
1239,3268,9759,0 
1240,3268,3749,3 
1241,6132,3449,0 
1242,6132,6914,0 
1243,6132,192,0 
1244,6132,7201,0 
1245,3449,1304,0 
1246,3449,6743,0 
1247,3449,7001,0 
1248,3449,3163,1 
1249,3449,8294,3 
1250,1943,3712,0 
1251,1943,9893,0 
1252,1943,5915,0 
1253,1943,8368,0 
1254,1943,873,0 
1255,1943,523,0 
1256,3712,1414,0 
1257,3712,1946,0 
1258,3712,7986,0 
1259,3712,978,0 
1260,3712,2104,0 
1261,3712,8416,0 
1262,3712,9461,0 
1263,3712,7191,0 
1264,3712,5519,0 
1265,197,6593,0 
1266,197,3589,0 
1267,197,2406,0 
1268,6593,9479,0 
1269,6593,1955,0 
1270,6593,6490,1 
