aresta,vertice1,vertice2,fluxo
1440,678,805,1537 
1441,678,629,1516 
1442,424,257,5065 
1443,424,260,0 
1444,424,864,183 
1445,424,13,1940 
1446,424,907,1965 
1447,424,921,1679 
1448,424,367,6383 
1449,229,294,0 
1450,229,742,20 
1451,229,46,0 
1452,229,261,0 
1453,583,804,0 
1454,583,327,0 
1455,583,782,46 
1456,583,779,0 
1457,583,441,16 
1458,583,887,722 
1459,583,935,0 
1460,583,865,503 
1461,583,440,3634 
1462,804,315,2719 
1463,804,243,1082 
1464,804,452,792 
1465,804,680,2527 
1466,804,943,2616 
1467,657,925,0 
1468,657,390,0 
1469,657,352,0 
1470,657,443,52 
1471,657,191,88 
1472,657,698,90 
1473,657,544,0 
1474,925,363,1899 
1475,925,253,5629 
1476,501,518,0 
1477,501,896,5843 
1478,501,202,6184 
1479,518,283,6870 
1480,518,424,4590 
1481,518,516,21 
1482,518,793,7174 
1483,518,437,1700 
1484,667,804,122 
1485,667,712,0 
1486,667,943,0 
1487,667,83,5711 
1488,667,821,1742 
1489,667,509,0 
1490,667,921,0 
1491,667,497,4519 
1492,298,116,54 
1493,298,980,6666 
1494,298,270,0 
1495,298,382,5201 
1496,116,916,0 
1497,116,765,0 
1498,116,28,31 
1499,116,880,0 
1500,116,530,30 
1501,116,418,24 
1502,116,202,3418 
1503,116,307,4555 
1504,329,737,0 
1505,329,297,51 
1506,329,39,755 
1507,329,179,6331 
1508,329,405,3320 
1509,329,4,3236 
1510,836,33,0 
1511,836,290,0 
1512,836,419,58 
1513,836,380,471 
1514,836,692,2331 
1515,836,493,2282 
1516,33,840,0 
1517,33,692,0 
1518,33,328,0 
1519,33,933,0 
1520,33,138,0 
1521,33,589,807 
1522,33,937,1457 
1523,33,817,1003 
1524,33,174,0 
1525,848,844,0 
1526,848,379,0 
1527,848,695,0 
1528,848,950,3018 
1529,848,437,0 
1530,848,225,0 
1531,848,940,0 
1532,848,714,6961 
1533,848,268,8858 
1534,848,35,5857 
1535,848,895,786 
1536,413,987,1487 
1537,413,951,1102 
1538,413,575,1135 
1539,413,236,3261 
1540,413,262,5274 
1541,822,571,51 
1542,822,732,0 
1543,822,250,233 
1544,822,825,2714 
1545,822,331,539 
1546,822,506,5233 
1547,917,943,0 
1548,917,14,0 
1549,917,187,803 
1550,917,827,4351 
1551,917,927,1065 
1552,917,413,5251 
1553,648,871,0 
1554,648,30,0 
1555,648,528,0 
1556,648,944,398 
1557,648,216,1 
1558,648,39,319 
1559,648,867,4675 
1560,610,559,0 
1561,610,749,72 
1562,610,454,0 
1563,610,972,0 
1564,610,810,5944 
1565,610,779,1027 
1566,559,2,6058 
1567,559,766,0 
1568,559,379,372 
1569,692,159,0 
1570,692,133,936 
1571,692,787,0 
1572,692,889,992 
1573,692,997,3282 
1574,736,811,758 
1575,736,841,0 
1576,736,404,3032 
1577,736,587,0 
1578,736,2,3823 
1579,401,2,1203 
1580,401,413,0 
1581,401,988,3325 
1582,401,127,3955 
1583,401,604,4384 
1584,317,18,0 
1585,317,38,0 
1586,317,370,0 
1587,317,850,0 
1588,317,834,0 
1589,317,674,0 
1590,317,225,0 
1591,317,471,168 
1592,317,168,0 
1593,317,389,0 
1594,317,862,44 
1595,317,318,3186 
1596,317,2,3740 
1597,317,953,147 
1598,18,218,0 
1599,18,413,0 
1600,18,500,261 
1601,18,778,0 
1602,18,355,0 
1603,18,11,31 
1604,18,625,4502 
1605,368,733,0 
1606,368,53,0 
1607,368,273,0 
1608,368,83,334 
1609,1,831,4183 
1610,1,300,117 
1611,1,931,9823 
1612,1,776,7583 
1613,1,519,6557 
1614,1,755,2844 
1615,1,691,5651 
1616,1,857,1033 
1617,1,227,7274 
1618,1,563,8584 
1619,1,590,8773 
1620,1,967,5736 
1621,1,27,4217 
1622,1,251,2843 
1623,1,866,3885 
1624,1,303,5872 
1625,1,626,9489 
1626,1,426,3620 
1627,1,299,8477 
1628,1,189,1841 
1629,1,429,9672 
1630,1,445,9030 
1631,1,109,4515 
1632,1,100,1083 
1633,1,133,2118 
1634,1,586,4952 
1635,1,7,2551 
1636,1,993,9050 
1637,1,937,6345 
1638,1,94,1027 
1639,1,385,7309 
1640,1,350,1019 
1641,1,740,4790 
1642,1,682,4420 
1643,1,486,4510 
1644,1,818,9094 
1645,1,19,2560 
1646,1,958,7695 
1647,1,701,2368 
1648,1,388,7300 
1649,1,6,4831 
1650,1,217,9386 
1651,1,417,965 
1652,1,78,4393 
1653,1,530,823 
1654,1,416,4759 
1655,1,863,9724 
1656,1,121,9784 
1657,1,139,1515 
1658,1,741,7284 
1659,1,915,7490 
1660,1,564,6056 
1661,831,625,0 
1662,831,132,0 
1663,831,8,0 
1664,831,166,0 
1665,831,106,0 
1666,831,594,0 
1667,831,681,923 
1668,831,885,2428 
1669,831,920,832 
1670,617,231,0 
1671,617,897,0 
1672,617,538,0 
1673,617,515,0 
1674,617,986,42 
1675,617,331,0 
1676,617,169,33 
1677,617,58,0 
1678,617,959,273 
1679,617,648,93 
1680,617,807,0 
1681,617,541,830 
1682,617,3,6684 
1683,231,282,0 
1684,231,412,0 
1685,231,644,0 
1686,231,208,0 
1687,231,872,4807 
1688,231,778,4098 
1689,231,592,1939 
1690,241,360,1348 
1691,241,18,3675 
1692,241,808,242 
1693,241,247,1907 
1694,241,641,277 
1695,241,467,135 
1696,241,153,183 
1697,682,530,148 
1698,682,128,6 
1699,682,721,588 
1700,682,342,4179 
1701,682,718,5572 
1702,682,288,8196 
1703,530,573,0 
1704,530,677,0 
1705,530,976,0 
1706,530,314,1031 
1707,530,922,2623 
1708,530,637,2602 
1709,530,350,0 
1710,530,435,5437 
1711,719,791,416 
1712,719,962,429 
1713,719,216,0 
1714,719,289,0 
1715,719,32,4788 
1716,719,426,191 
1717,719,220,2413 
1718,695,976,6582 
1719,695,497,963 
1720,695,355,92 
1721,695,787,7909 
1722,441,546,0 
1723,441,347,0 
1724,441,566,0 
1725,441,823,0 
1726,441,430,652 
1727,441,143,2912 
1728,546,57,0 
1729,546,330,11 
1730,546,530,55 
1731,546,390,0 
1732,546,137,0 
1733,546,829,231 
1734,546,26,34 
1735,546,155,6359 
1736,909,218,0 
1737,909,977,1036 
1738,909,698,267 
1739,909,805,1863 
1740,909,52,0 
1741,909,830,2396 
1742,909,390,7670 
1743,838,998,0 
1744,838,538,586 
1745,838,782,79 
1746,838,398,141 
1747,838,915,3944 
1748,838,18,77 
1749,838,726,372 
1750,838,367,4832 
1751,838,753,183 
1752,365,909,172 
1753,365,716,3046 
1754,763,351,0 
1755,763,326,0 
1756,763,657,0 
1757,763,2,8998 
1758,763,248,0 
1759,763,178,0 
1760,763,404,893 
1761,351,307,0 
1762,351,109,39 
1763,351,278,0 
1764,351,276,94 
1765,351,407,295 
1766,765,253,0 
1767,765,93,0 
1768,765,150,433 
1769,765,144,344 
1770,765,879,0 
1771,765,236,158 
1772,765,520,2610 
1773,765,548,4327 
1774,991,441,0 
1775,991,110,0 
1776,991,277,0 
1777,991,74,0 
1778,991,734,68 
1779,991,402,131 
1780,991,377,634 
1781,991,924,2612 
1782,172,906,0 
1783,172,401,0 
1784,172,994,0 
1785,172,152,0 
1786,172,518,0 
1787,172,990,212 
1788,172,528,1343 
1789,172,2,4468 
1790,906,510,0 
1791,906,126,0 
1792,906,991,30 
1793,906,858,0 
1794,906,75,239 
1795,906,882,5366 
1796,906,736,4778 
1797,906,884,3701 
1798,906,435,1396 
1799,55,191,0 
1800,55,2,2975 
1801,55,812,65 
1802,55,268,231 
1803,55,300,0 
1804,55,856,2399 
1805,253,653,464 
1806,253,679,4019 
1807,253,260,169 
1808,253,481,7180 
1809,980,266,0 
1810,980,62,0 
1811,980,28,0 
1812,980,221,2904 
1813,980,90,563 
1814,980,672,6050 
1815,980,324,5874 
1816,980,764,2142 
1817,980,543,1427 
1818,266,676,1074 
1819,266,712,2452 
1820,932,88,0 
1821,932,384,0 
1822,932,264,0 
1823,932,27,0 
1824,932,816,0 
1825,932,441,0 
1826,88,666,578 
1827,88,827,1716 
1828,88,923,194 
1829,88,574,99 
1830,88,648,3226 
1831,88,805,7751 
1832,890,184,1586 
1833,890,971,2528 
1834,184,316,0 
1835,184,510,223 
1836,184,537,4133 
1837,184,483,1402 
1838,184,926,0 
1839,184,289,0 
1840,184,67,1337 
1841,184,463,5554 
1842,136,411,0 
1843,136,985,0 
1844,136,362,0 
1845,136,389,0 
1846,136,669,549 
1847,136,615,906 
1848,136,773,0 
1849,136,960,0 
1850,136,965,9285 
1851,136,509,506 
1852,136,905,5005 
1853,364,882,0 
1854,364,323,0 
1855,364,814,0 
1856,364,337,0 
1857,364,400,4 
1858,364,173,159 
1859,364,770,1634 
1860,364,889,5336 
1861,364,398,2552 
1862,882,472,32 
1863,882,229,20 
1864,882,725,2389 
1865,882,979,4098 
1866,882,336,1991 
1867,882,935,0 
1868,384,416,742 
1869,384,307,568 
1870,384,531,781 
1871,384,488,2483 
1872,384,301,4514 
1873,384,778,5202 
1874,303,141,0 
1875,303,378,0 
1876,303,907,0 
1877,303,124,0 
1878,303,167,0 
1879,303,152,805 
1880,303,364,5790 
1881,303,684,135 
1882,303,712,1450 
1883,303,988,8286 
1884,303,777,0 
1885,141,805,0 
1886,141,786,0 
1887,141,94,0 
1888,141,664,875 
1889,141,243,4696 
1890,999,991,1839 
1891,999,604,911 
1892,999,844,562 
1893,999,921,0 
1894,999,732,377 
1895,999,163,621 
1896,999,484,6175 
1897,999,153,4103 
1898,834,108,0 
1899,834,314,31 
1900,834,842,0 
1901,834,53,0 
1902,834,748,0 
1903,834,772,0 
1904,834,55,13 
1905,834,196,0 
1906,834,241,1051 
1907,834,929,68 
1908,834,405,1403 
1909,834,606,2257 
1910,108,48,787 
1911,108,694,0 
1912,108,828,0 
1913,108,355,0 
1914,108,47,6970 
1915,108,247,188 
1916,108,109,2694 
1917,626,581,5089 
1918,626,717,2013 
1919,626,512,2509 
1920,626,454,0 
1921,626,951,0 
1922,626,985,5316 
1923,581,334,0 
1924,581,379,0 
1925,581,394,0 
1926,581,486,2963 
1927,581,876,761 
1928,581,30,4326 
1929,581,682,6402 
1930,581,650,1374 
1931,581,266,1337 
1932,581,153,642 
1933,581,86,7078 
1934,423,645,133 
1935,423,892,0 
1936,423,197,0 
1937,423,2,6515 
1938,423,553,884 
1939,80,332,0 
1940,80,426,0 
1941,80,957,0 
1942,80,148,0 
1943,80,610,0 
1944,80,395,0 
1945,80,724,0 
1946,80,988,2864 
1947,80,859,1158 
1948,332,218,0 
1949,332,356,0 
1950,332,156,0 
1951,332,641,0 
1952,332,2,4216 
1953,332,895,180 
1954,332,412,5345 
1955,370,437,0 
1956,370,911,734 
1957,370,193,0 
1958,370,379,0 
1959,370,653,1622 
1960,370,205,0 
1961,370,587,5029 
1962,370,794,4057 
1963,370,793,4131 
1964,370,42,143 
1965,370,16,2681 
1966,768,135,3417 
1967,768,597,2440 
1968,768,895,610 
1969,768,942,2735 
1970,768,807,690 
1971,714,735,0 
1972,714,34,23 
1973,714,544,0 
1974,714,583,2704 
1975,714,239,4081 
1976,714,108,403 
1977,714,190,347 
1978,735,467,252 
1979,735,927,1756 
1980,735,185,4992 
1981,735,310,0 
1982,103,700,0 
1983,103,665,0 
1984,103,929,0 
1985,103,557,0 
1986,103,702,2989 
1987,204,391,0 
1988,204,652,0 
1989,204,263,0 
1990,204,121,0 
1991,204,267,0 
1992,204,606,0 
1993,204,450,982 
1994,204,96,4473 
1995,204,605,3177 
1996,391,596,73 
1997,391,563,236 
1998,391,385,4650 
1999,391,452,4673 
2000,802,223,0 
2001,802,444,194 
2002,802,43,0 
2003,802,847,1768 
2004,802,693,6526 
2005,802,117,4235 
2006,802,910,807 
2007,802,355,469 
2008,802,26,2262 
2009,223,551,4193 
2010,223,86,1684 
2011,223,698,6482 
2012,223,13,309 
2013,82,163,489 
2014,82,846,0 
2015,82,407,1044 
2016,163,13,714 
2017,163,960,0 
2018,163,943,956 
2019,163,411,5937 
2020,163,37,0 
2021,163,572,1102 
2022,636,283,0 
2023,636,987,0 
2024,636,537,0 
2025,636,722,289 
2026,636,44,32 
2027,636,679,118 
2028,636,425,4530 
2029,636,496,961 
2030,283,584,6050 
2031,283,100,428 
2032,283,26,444 
2033,283,310,0 
2034,283,37,0 
2035,283,828,1565 
2036,632,770,0 
2037,632,784,19 
2038,632,606,0 
2039,632,834,1420 
2040,632,687,4302 
2041,770,288,349 
2042,770,356,1564 
2043,770,722,3879 
2044,770,28,820 
2045,770,361,2577 
2046,16,245,3677 
2047,16,408,2689 
2048,16,353,184 
2049,16,723,5811 
2050,16,350,1137 
2051,633,891,317 
2052,633,637,281 
2053,633,448,2471 
2054,633,166,5232 
2055,633,518,5996 
2056,633,209,6897 
2057,891,127,460 
2058,891,362,0 
2059,891,530,46 
2060,891,776,0 
2061,891,633,132 
2062,891,730,0 
2063,891,786,2586 
2064,106,575,0 
2065,106,877,0 
2066,106,685,0 
2067,106,295,438 
2068,106,564,1107 
2069,575,545,479 
2070,575,96,1197 
2071,575,303,8670 
2072,575,732,2169 
2073,575,783,484 
2074,575,408,0 
2075,575,238,699 
2076,575,509,1344 
2077,750,234,0 
2078,750,936,110 
2079,750,7,168 
2080,750,307,3604 
2081,750,617,4921 
2082,750,133,657 
2083,234,284,2136 
2084,234,626,0 
2085,234,299,0 
2086,443,726,0 
2087,443,449,375 
2088,443,462,252 
2089,443,575,1321 
2090,443,225,378 
2091,443,694,0 
2092,443,163,4136 
2093,443,972,2264 
2094,726,362,4541 
2095,726,409,261 
2096,726,540,0 
2097,726,260,177 
2098,726,713,0 
2099,726,355,382 
2100,726,26,6352 
2101,726,831,0 
2102,726,796,970 
2103,933,835,1037 
2104,933,244,3711 
2105,933,429,2824 
2106,933,107,1150 
2107,835,921,0 
2108,835,435,1414 
2109,835,798,2247 
2110,835,46,0 
2111,835,443,113 
2112,835,57,1631 
2113,835,335,1252 
2114,835,693,6049 
2115,352,584,0 
2116,352,104,2880 
2117,352,853,3167 
2118,352,127,1927 
2119,584,808,131 
2120,584,653,0 
2121,584,696,0 
2122,584,752,397 
2123,584,694,0 
2124,584,935,0 
2125,584,827,8453 
2126,584,200,6905 
2127,236,650,0 
2128,236,864,0 
2129,236,455,3179 
2130,236,26,1692 
2131,236,581,4545 
2132,650,592,767 
2133,650,894,0 
2134,650,370,0 
2135,650,841,708 
2136,650,921,1602 
2137,650,653,1722 
2138,650,889,8926 
2139,650,205,135 
2140,650,766,313 
2141,314,934,38 
2142,314,710,0 
2143,314,507,31 
2144,314,881,0 
2145,314,213,0 
2146,314,711,1953 
2147,314,281,0 
2148,314,458,5965 
2149,314,71,5473 
2150,868,953,0 
2151,868,115,0 
2152,868,35,6 
2153,868,261,10 
2154,868,252,503 
2155,868,287,344 
2156,868,9,5965 
2157,953,120,1573 
2158,953,33,3267 
2159,599,671,0 
2160,599,736,0 
2161,599,578,0 
2162,599,591,30 
2163,599,726,0 
2164,599,844,0 
2165,599,139,0 
2166,599,335,1232 
2167,599,346,2932 
2168,671,976,37 
2169,671,53,0 
2170,671,377,1036 
2171,671,518,0 
2172,671,44,1954 
2173,671,712,307 
2174,671,910,0 
2175,671,206,1785 
2176,213,978,0 
2177,213,856,0 
2178,213,625,0 
2179,213,807,0 
2180,213,233,0 
2181,213,146,31 
2182,213,407,3317 
2183,978,704,20 
2184,978,183,808 
2185,978,132,35 
2186,978,689,0 
2187,978,77,780 
2188,978,495,6864 
2189,978,591,988 
2190,978,943,2069 
2191,978,7,814 
2192,210,883,0 
2193,210,789,0 
2194,210,342,0 
2195,210,661,0 
2196,210,572,0 
2197,210,44,51 
2198,210,711,3002 
2199,210,951,5260 
2200,883,551,5948 
2201,883,980,1498 
2202,883,749,3650 
2203,883,892,4949 
2204,883,216,3494 
2205,883,225,3288 
2206,489,952,342 
2207,489,874,47 
2208,489,862,6975 
2209,489,374,1764 
2210,489,627,3030 
2211,489,67,4158 
2212,489,771,407 
2213,446,840,0 
2214,446,997,0 
2215,446,491,57 
2216,446,62,0 
2217,446,678,30 
2218,446,366,4138 
2219,446,716,1259 
2220,446,471,4136 
2221,446,809,257 
2222,840,344,564 
2223,840,625,4654 
2224,840,660,125 
2225,46,575,5347 
2226,46,796,226 
2227,46,93,1373 
2228,46,916,1006 
2229,46,454,2241 
2230,46,164,4321 
2231,990,45,0 
2232,990,344,0 
2233,990,216,0 
2234,990,182,42 
2235,990,941,0 
2236,990,919,0 
2237,990,256,0 
2238,990,339,0 
2239,990,895,170 
2240,990,408,0 
2241,990,409,0 
2242,45,941,0 
2243,45,377,4196 
2244,45,359,6305 
2245,45,218,291 
2246,727,35,330 
2247,727,605,0 
2248,727,62,928 
2249,727,338,2576 
2250,727,745,8473 
2251,727,534,2199 
2252,300,156,0 
2253,300,610,0 
2254,300,552,0 
2255,300,139,113 
2256,300,128,0 
2257,300,846,0 
2258,300,117,148 
2259,366,297,0 
2260,366,19,217 
2261,366,301,0 
2262,366,895,103 
2263,366,354,2944 
2264,366,269,5344 
2265,366,777,4303 
2266,297,492,0 
2267,297,320,0 
2268,297,990,0 
2269,297,519,0 
2270,297,939,51 
2271,297,903,0 
2272,846,766,0 
2273,846,460,285 
2274,846,854,3108 
2275,846,52,2101 
2276,846,894,1089 
2277,766,8,409 
2278,766,771,2138 
2279,766,2,3058 
2280,766,683,3290 
2281,388,234,0 
2282,388,196,1176 
2283,388,643,2890 
2284,388,306,3572 
2285,388,429,908 
2286,388,921,0 
2287,388,855,8677 
2288,992,125,0 
2289,992,545,0 
2290,992,432,0 
2291,992,146,0 
2292,992,410,0 
2293,992,950,0 
2294,992,401,0 
2295,125,879,0 
2296,125,355,0 
2297,125,424,2491 
2298,125,484,546 
2299,125,42,7395 
2300,469,962,0 
2301,469,756,145 
2302,469,764,0 
2303,469,65,496 
2304,469,131,2621 
2305,469,417,0 
2306,962,909,4002 
2307,962,783,7670 
2308,962,205,0 
2309,962,779,613 
2310,784,308,0 
2311,784,965,0 
2312,784,52,0 
2313,784,23,0 
2314,784,441,275 
2315,784,904,931 
2316,380,951,0 
2317,380,451,0 
2318,380,249,361 
2319,380,514,4385 
2320,380,560,1390 
2321,380,710,4766 
2322,380,344,5117 
2323,380,982,1309 
2324,309,384,0 
2325,309,786,101 
2326,309,318,1543 
2327,309,148,2100 
2328,309,185,3906 
2329,309,815,5509 
2330,495,139,2286 
2331,495,552,7529 
2332,495,423,7078 
2333,139,273,1278 
2334,139,168,0 
2335,139,350,0 
2336,139,11,802 
2337,139,865,9 
2338,139,142,1969 
2339,139,921,0 
2340,139,460,0 
2341,139,2,9999 
2342,139,424,1244 
2343,139,242,3442 
2344,139,667,1335 
2345,139,409,0 
2346,48,593,0 
2347,48,64,296 
2348,48,135,820 
2349,48,830,2056 
2350,593,215,1178 
2351,593,850,4911 
2352,593,689,0 
2353,593,941,0 
2354,593,138,4492 
2355,273,186,0 
2356,273,783,0 
2357,273,275,90 
2358,273,451,39 
2359,273,333,107 
2360,273,228,603 
2361,273,663,1131 
2362,273,866,2647 
2363,273,967,0 
2364,641,8,0 
2365,641,807,0 
2366,641,494,2792 
2367,641,281,2038 
2368,641,43,3624 
2369,641,310,0 
2370,641,854,2244 
2371,215,422,0 
2372,215,949,0 
2373,215,862,393 
2374,215,824,86 
2375,215,751,614 
2376,215,799,5521 
2377,422,259,5 
2378,422,354,854 
2379,422,127,1387 
2380,422,31,4715 
2381,639,704,3351 
2382,639,752,1849 
2383,639,500,2637 
2384,639,174,517 
2385,639,827,620 
2386,639,78,5656 
2387,89,928,24 
2388,89,680,0 
2389,89,367,218 
2390,89,734,406 
2391,89,373,2628 
2392,807,250,4102 
2393,807,864,1557 
2394,807,24,0 
2395,807,110,0 
2396,807,608,0 
2397,807,427,6438 
2398,250,798,865 
2399,250,627,2266 
2400,250,820,1900 
2401,250,6,4336 
2402,718,598,0 
2403,718,633,0 
2404,718,644,13 
2405,718,27,1060 
2406,718,394,0 
2407,718,868,6791 
2408,718,893,4908 
2409,598,346,1041 
2410,598,758,3080 
2411,598,782,1456 
2412,742,585,592 
2413,742,137,5067 
2414,742,436,861 
2415,742,568,7893 
2416,585,203,229 
2417,585,807,0 
2418,585,471,351 
2419,585,661,7627 
2420,585,871,1998 
2421,585,43,0 
2422,748,401,597 
2423,748,913,6461 
2424,676,982,0 
2425,676,558,48 
2426,676,829,1561 
2427,676,677,2460 
2428,418,281,0 
2429,418,484,0 
2430,418,443,27 
2431,418,55,44 
2432,418,398,246 
2433,418,885,3852 
2434,418,437,38 
2435,780,278,0 
2436,780,929,0 
2437,780,373,0 
2438,780,348,0 
2439,780,972,0 
2440,780,741,0 
2441,780,592,0 
2442,780,401,0 
2443,780,247,716 
2444,278,186,2116 
2445,278,846,0 
2446,278,478,1509 
2447,278,608,0 
2448,278,247,1632 
2449,278,513,2218 
2450,278,356,4301 
2451,338,171,263 
2452,338,791,1108 
2453,338,554,3833 
2454,171,541,263 
2455,171,408,0 
2456,171,389,776 
2457,551,123,0 
2458,551,976,4885 
2459,551,762,1843 
2460,551,20,4223 
2461,551,43,435 
2462,551,364,97 
2463,551,110,2291 
2464,551,974,5328 
2465,551,980,1166 
2466,551,138,3875 
2467,362,437,23 
2468,362,832,4269 
2469,362,174,7394 
2470,362,353,495 
2471,863,164,999 
2472,863,484,2098 
2473,863,700,2322 
2474,863,86,0 
2475,863,809,8497 
2476,863,437,2381 
2477,863,402,3948 
2478,753,925,0 
2479,753,412,0 
2480,753,801,431 
2481,753,757,2648 
2482,753,447,5664 
2483,608,935,0 
2484,608,328,1966 
2485,608,408,681 
2486,608,766,0 
2487,608,910,785 
2488,608,8,1223 
2489,608,350,3447 
2490,416,131,0 
2491,416,588,0 
2492,416,624,0 
2493,416,21,5796 
2494,619,107,61 
2495,619,597,5326 
2496,619,188,899 
2497,336,392,801 
2498,336,628,693 
2499,336,320,3409 
2500,336,126,2150 
2501,350,380,6245 
2502,350,328,2155 
2503,350,622,5210 
2504,350,535,7179 
2505,350,771,0 
2506,350,8,0 
2507,350,379,1639 
2508,885,813,352 
2509,885,472,2022 
2510,885,875,820 
2511,885,625,3919 
2512,885,475,3954 
2513,813,213,0 
2514,813,371,0 
2515,813,697,0 
2516,813,772,0 
2517,813,333,1141 
2518,813,31,515 
2519,813,77,2706 
2520,872,588,0 
2521,872,23,10 
2522,872,198,65 
2523,872,187,0 
2524,872,758,0 
2525,872,530,88 
2526,872,419,2136 
2527,872,730,8589 
2528,872,107,1859 
2529,588,243,0 
2530,588,946,31 
2531,588,155,1786 
2532,494,163,398 
2533,494,484,673 
2534,494,340,9532 
2535,494,281,1075 
2536,494,855,2553 
2537,494,123,6411 
2538,997,190,13 
2539,997,50,2488 
2540,997,435,3007 
2541,997,417,0 
2542,997,601,6085 
2543,444,794,0 
2544,444,408,0 
2545,444,911,0 
2546,444,566,1573 
2547,444,100,0 
2548,444,696,0 
2549,444,771,0 
2550,444,736,2151 
2551,444,833,7217 
2552,794,587,8369 
2553,794,130,8631 
2554,794,559,813 
2555,794,485,7464 
2556,72,92,42 
2557,72,668,14 
2558,72,79,0 
2559,72,117,97 
2560,72,105,116 
2561,72,261,26 
2562,72,170,8046 
2563,92,2,5377 
2564,92,72,0 
2565,92,647,0 
2566,30,871,0 
2567,30,507,0 
2568,30,857,0 
2569,30,671,58 
2570,30,869,286 
2571,30,495,4903 
2572,30,832,599 
2573,30,72,251 
2574,30,181,2805 
2575,871,281,0 
2576,871,549,0 
2577,871,50,678 
2578,871,353,0 
2579,871,907,579 
2580,871,581,442 
2581,871,323,6507 
2582,871,485,2295 
2583,871,674,1015 
2584,871,8,3895 
2585,396,2,1329 
2586,396,152,0 
2587,396,547,0 
2588,396,482,0 
2589,396,973,0 
2590,952,797,353 
2591,952,175,358 
2592,952,615,69 
2593,952,687,1245 
2594,952,644,851 
2595,952,352,1944 
2596,952,572,2378 
2597,797,244,67 
2598,797,691,0 
2599,797,551,0 
2600,797,562,0 
2601,797,17,50 
2602,797,19,0 
2603,797,3,129 
2604,797,719,107 
2605,797,843,0 
2606,829,321,189 
2607,829,690,311 
2608,829,832,1605 
2609,829,914,3252 
2610,829,435,2328 
2611,829,110,2690 
2612,665,408,3134 
2613,665,460,2868 
2614,665,742,3626 
2615,665,218,4458 
2616,665,193,918 
2617,195,720,398 
2618,195,3,2170 
2619,195,238,1713 
2620,195,537,3034 
2621,195,501,108 
2622,195,706,5416 
2623,720,821,156 
2624,720,70,3536 
2625,720,546,6158 
2626,720,328,427 
2627,232,362,0 
2628,232,642,0 
2629,232,599,0 
2630,232,337,0 
2631,232,582,136 
2632,232,376,1565 
2633,232,604,1629 
2634,568,930,0 
2635,568,723,42 
2636,568,977,893 
2637,568,908,4727 
2638,568,534,2273 
2639,930,890,0 
2640,930,24,0 
2641,930,609,0 
2642,930,126,22 
2643,930,620,771 
2644,186,506,69 
2645,186,350,0 
2646,186,5,1476 
2647,186,463,4909 
2648,186,796,0 
2649,186,604,9535 
2650,307,162,2685 
2651,307,399,1510 
2652,307,662,7277 
2653,85,876,2129 
2654,85,350,0 
2655,85,362,172 
2656,85,865,1161 
2657,85,705,3170 
2658,876,536,0 
2659,876,86,1602 
2660,876,650,1334 
2661,876,24,0 
2662,876,485,0 
2663,876,796,1010 
2664,876,560,9644 
2665,3,584,0 
2666,3,709,0 
2667,3,652,394 
2668,3,735,3278 
2669,3,863,4576 
2670,3,363,412 
2671,3,174,4688 
2672,936,113,0 
2673,936,950,17 
2674,936,736,0 
2675,936,2,6855 
2676,936,28,410 
2677,936,554,840 
2678,956,261,0 
2679,956,689,0 
2680,956,350,0 
2681,956,711,0 
2682,956,946,0 
2683,956,705,267 
2684,956,600,0 
2685,956,455,146 
2686,956,988,0 
2687,956,126,1075 
2688,261,989,0 
2689,261,115,0 
2690,261,594,583 
2691,261,508,168 
2692,261,356,4272 
2693,22,278,0 
2694,22,342,0 
2695,22,2,578 
2696,22,829,0 
2697,22,561,0 
2698,22,568,0 
2699,22,40,0 
2700,22,431,0 
2701,697,497,0 
2702,697,332,86 
2703,697,144,797 
2704,697,239,2641 
2705,697,815,8128 
2706,697,705,1194 
2707,764,860,4102 
2708,764,943,2455 
2709,764,84,8788 
2710,764,559,266 
2711,764,370,1047 
2712,764,518,2372 
2713,860,205,726 
2714,860,793,1482 
2715,860,290,2835 
2716,897,509,0 
2717,897,749,2657 
2718,897,38,7777 
2719,239,426,0 
2720,239,448,945 
2721,239,212,8966 
2722,239,901,687 
2723,426,452,0 
2724,426,45,4652 
2725,974,411,0 
2726,974,511,7662 
2727,974,93,6677 
2728,922,678,346 
2729,922,743,1428 
2730,922,828,0 
2731,922,638,2498 
2732,120,224,0 
2733,120,504,35 
2734,120,115,0 
2735,120,767,0 
2736,120,113,269 
2737,120,975,2576 
2738,628,574,0 
2739,628,180,0 
2740,628,903,0 
2741,628,535,520 
2742,628,592,328 
2743,628,506,1593 
2744,628,11,4781 
2745,628,193,0 
2746,628,577,1538 
2747,987,907,0 
2748,987,437,0 
2749,987,771,0 
2750,987,860,0 
2751,987,732,4187 
2752,987,174,0 
2753,987,561,1700 
2754,987,57,3804 
2755,987,302,957 
2756,987,549,5613 
2757,987,24,0 
2758,670,6,0 
2759,670,847,0 
2760,670,242,0 
2761,670,961,0 
2762,670,157,0 
2763,670,737,30 
2764,670,341,0 
2765,670,615,1 
2766,670,453,1104 
2767,670,672,3339 
2768,670,941,661 
2769,959,826,0 
2770,959,213,2707 
2771,959,537,617 
2772,959,37,0 
2773,959,57,3007 
2774,792,848,167 
2775,792,135,4327 
2776,792,916,0 
2777,792,846,0 
2778,792,604,3310 
2779,792,425,2345 
2780,965,532,0 
2781,965,368,0 
2782,965,843,0 
2783,965,789,0 
