aresta,vertice1,vertice2,fluxo
150,603,124,747 
151,603,235,3062 
152,432,697,56 
153,432,474,0 
154,432,970,454 
155,432,78,1069 
156,432,828,1815 
157,542,64,0 
158,542,491,0 
159,542,250,0 
160,542,476,31 
161,542,989,61 
162,542,510,0 
163,542,89,3218 
164,542,323,570 
165,64,604,0 
166,64,811,229 
167,64,364,1731 
168,64,550,5452 
169,64,40,2335 
170,9,486,0 
171,9,942,0 
172,9,361,1857 
173,9,16,0 
174,9,2,4990 
175,9,345,8571 
176,9,165,0 
177,9,854,0 
178,486,811,687 
179,486,394,0 
180,486,680,0 
181,486,806,1812 
182,486,674,7381 
183,486,793,1800 
184,486,779,2772 
185,132,205,0 
186,132,641,14 
187,132,10,9006 
188,132,570,645 
189,132,960,737 
190,205,193,499 
191,205,740,717 
192,205,894,88 
193,205,189,1994 
194,205,665,8318 
195,169,114,1979 
196,169,384,2561 
197,169,530,5011 
198,114,137,5995 
199,114,830,5499 
200,114,848,2497 
201,114,796,4862 
202,114,591,2391 
203,662,399,219 
204,662,441,1220 
205,662,953,11 
206,662,974,0 
207,662,833,6085 
208,662,544,0 
209,662,382,4565 
210,662,462,1429 
211,399,82,0 
212,399,495,34 
213,399,951,0 
214,399,389,0 
215,399,820,3711 
216,399,291,805 
217,399,694,0 
218,112,826,0 
219,112,97,2019 
220,112,329,7086 
221,112,648,1828 
222,112,428,8381 
223,112,911,2106 
224,826,871,0 
225,826,277,0 
226,826,776,0 
227,826,524,59 
228,826,114,0 
229,826,646,396 
230,167,190,1930 
231,167,551,2558 
232,167,411,2321 
233,190,854,0 
234,190,609,259 
235,190,650,0 
236,190,398,7129 
237,190,739,2088 
238,190,238,1448 
239,218,179,6081 
240,218,176,1914 
241,218,394,0 
242,218,437,1221 
243,218,794,226 
244,218,223,2648 
245,218,310,6809 
246,179,55,0 
247,179,782,0 
248,179,130,102 
249,179,313,221 
250,179,906,6383 
251,179,168,1175 
252,179,236,4533 
253,963,683,7 
254,963,259,66 
255,963,979,0 
256,963,560,253 
257,293,733,0 
258,293,2,849 
259,293,325,0 
260,293,426,0 
261,293,680,0 
262,733,260,392 
263,733,205,0 
264,733,219,1937 
265,733,253,6200 
266,733,966,2115 
267,733,245,4968 
268,733,976,2344 
269,647,699,22 
270,647,686,6923 
271,647,677,580 
272,699,413,0 
273,699,87,0 
274,699,126,0 
275,699,618,0 
276,699,909,0 
277,699,378,0 
278,699,226,0 
279,699,419,15 
280,699,235,7 
281,505,281,0 
282,505,372,0 
283,505,458,107 
284,281,460,0 
285,281,328,0 
286,281,149,7256 
287,281,37,1581 
288,281,370,265 
289,281,771,1865 
290,281,960,1467 
291,244,410,638 
292,244,909,1663 
293,244,289,0 
294,244,77,2582 
295,244,635,1584 
296,244,962,0 
297,244,694,0 
298,244,233,5491 
299,410,303,0 
300,410,319,45 
301,410,100,0 
302,410,499,84 
303,410,94,0 
304,410,429,3392 
305,410,983,7932 
306,121,245,0 
307,121,343,0 
308,121,748,0 
309,121,59,0 
310,121,287,0 
311,121,566,31 
312,121,823,481 
313,121,371,67 
314,121,670,782 
315,121,598,4630 
316,121,135,5660 
317,245,391,9165 
318,245,8,0 
319,245,260,8317 
320,245,665,2620 
321,245,633,5399 
322,651,571,0 
323,651,675,0 
324,651,2,2270 
325,651,887,0 
326,651,354,0 
327,651,622,0 
328,651,587,0 
329,651,703,0 
330,651,583,0 
331,571,173,0 
332,571,186,245 
333,571,604,0 
334,571,761,3934 
335,571,686,3080 
336,500,178,154 
337,500,136,4680 
338,500,224,503 
339,500,362,3992 
340,178,224,664 
341,178,110,0 
342,178,37,0 
343,178,117,4063 
344,178,238,7419 
345,135,459,150 
346,135,241,5907 
347,135,783,0 
348,135,779,4587 
349,135,925,526 
350,135,636,1128 
351,135,107,5207 
352,459,678,1826 
353,459,328,0 
354,459,390,2364 
355,459,640,768 
356,437,379,1690 
357,437,350,196 
358,437,8,0 
359,437,559,260 
360,437,771,830 
361,437,935,5586 
362,379,771,0 
363,379,728,8476 
364,379,2,7247 
365,379,552,1799 
366,865,894,0 
367,865,52,0 
368,865,609,9972 
369,894,361,5583 
370,894,2,2655 
371,894,794,4410 
372,894,559,0 
373,894,355,317 
374,945,24,0 
375,945,848,2278 
376,945,713,0 
377,945,844,5582 
378,945,52,364 
379,945,695,271 
380,945,806,9473 
381,945,452,3914 
382,24,653,2601 
383,24,350,889 
384,24,386,1121 
385,24,100,830 
386,702,554,0 
387,702,765,0 
388,702,574,181 
389,702,391,467 
390,702,176,2341 
391,554,471,1043 
392,554,342,1538 
393,554,743,1408 
394,554,207,41 
395,554,186,8256 
396,554,516,0 
397,161,741,502 
398,161,918,2055 
399,161,976,3484 
400,161,384,5793 
401,741,129,0 
402,741,861,1056 
403,741,82,0 
404,741,567,8701 
405,898,323,0 
406,898,866,0 
407,898,448,0 
408,898,158,0 
409,898,4,0 
410,898,525,0 
411,898,386,226 
412,898,347,5885 
413,323,748,6667 
414,323,227,88 
415,323,216,320 
416,323,786,139 
417,669,359,0 
418,669,833,0 
419,669,815,0 
420,669,769,360 
421,669,477,189 
422,359,256,7366 
423,359,641,54 
424,359,148,3262 
425,359,903,7307 
426,359,24,0 
427,359,945,2881 
428,359,808,7657 
429,740,383,0 
430,740,581,0 
431,740,610,0 
432,740,724,87 
433,740,301,634 
434,740,571,4699 
435,740,406,1438 
436,740,529,254 
437,383,139,2822 
438,383,987,188 
439,383,486,6446 
440,383,941,108 
441,383,488,4194 
442,645,70,2305 
443,645,844,0 
444,645,410,5387 
445,645,928,865 
446,645,951,0 
447,645,55,191 
448,70,961,234 
449,70,817,404 
450,70,708,0 
451,70,167,0 
452,70,4,0 
453,70,677,47 
454,70,715,2071 
455,70,263,3085 
456,483,691,0 
457,483,623,0 
458,483,69,0 
459,483,817,13 
460,483,348,0 
461,483,29,826 
462,483,2,4399 
463,483,400,1742 
464,483,995,825 
465,483,463,1221 
466,483,696,0 
467,483,124,4238 
468,691,165,0 
469,691,965,2588 
470,691,355,0 
471,691,453,7791 
472,691,2,3022 
473,691,110,0 
474,691,502,0 
475,744,683,0 
476,744,232,20 
477,744,261,0 
478,744,672,263 
479,744,913,4816 
480,744,870,1897 
481,710,948,0 
482,710,442,417 
483,710,388,5168 
484,710,472,5289 
485,948,368,0 
486,948,842,98 
487,948,664,2258 
488,948,130,2283 
489,948,460,0 
490,948,173,4159 
491,948,770,6119 
492,971,732,6559 
493,971,752,4791 
494,732,216,12 
495,732,132,6306 
496,732,521,6822 
497,732,381,960 
498,732,170,6800 
499,732,793,750 
500,732,224,2424 
501,716,923,0 
502,716,795,3924 
503,716,453,361 
504,716,95,4924 
505,716,482,3552 
506,923,240,90 
507,923,544,793 
508,923,892,4346 
509,703,558,572 
510,703,719,1767 
511,703,630,917 
512,703,162,4302 
513,703,277,357 
514,703,767,3139 
515,703,345,730 
516,703,919,7802 
517,703,926,3869 
518,558,678,0 
519,558,2,620 
520,558,607,0 
521,558,836,0 
522,679,935,0 
523,679,281,262 
524,679,540,137 
525,679,165,8025 
526,679,262,5696 
527,935,394,4296 
528,935,350,2100 
529,935,8,825 
530,935,795,2445 
531,935,2,1097 
532,935,766,1514 
533,884,453,0 
534,884,932,0 
535,884,651,877 
536,884,437,0 
537,884,933,275 
538,884,271,3076 
539,884,48,2338 
540,884,675,3515 
541,453,830,0 
542,453,213,153 
543,453,554,513 
544,453,996,4805 
545,453,401,5 
546,453,637,4307 
547,453,717,1016 
548,282,705,0 
549,282,623,213 
550,282,949,773 
551,282,62,5333 
552,282,353,3126 
553,705,413,0 
554,705,525,555 
555,705,792,2173 
556,705,787,0 
557,705,378,5812 
558,604,704,1313 
559,604,228,1732 
560,604,165,460 
561,604,58,9944 
562,604,253,0 
563,604,457,90 
564,604,456,3823 
565,604,259,2822 
566,704,971,0 
567,704,732,0 
568,704,49,5419 
569,704,219,0 
570,704,966,178 
571,587,942,3064 
572,587,59,0 
573,587,94,1020 
574,587,26,0 
575,587,962,9743 
576,942,502,0 
577,942,465,3701 
578,942,528,8798 
579,942,726,1826 
580,942,695,338 
581,942,639,1848 
582,795,587,0 
583,795,207,333 
584,795,2,5910 
585,795,481,492 
586,795,905,17 
587,795,26,0 
588,795,438,184 
589,795,710,690 
590,795,697,7063 
591,601,496,48 
592,601,534,3587 
593,601,193,0 
594,601,916,0 
595,601,443,8421 
596,601,316,3031 
597,601,431,385 
598,496,270,0 
599,496,666,212 
600,496,901,0 
601,496,450,1768 
602,496,56,1134 
603,496,630,6121 
604,496,472,3373 
605,39,957,254 
606,39,643,0 
607,39,949,0 
608,39,148,0 
609,39,381,0 
610,39,286,2139 
611,957,111,0 
612,957,777,219 
613,957,915,455 
614,957,189,456 
615,957,721,749 
616,904,705,219 
617,904,799,7565 
618,904,194,3034 
619,403,159,909 
620,403,745,3805 
621,403,620,1367 
622,403,310,32 
623,159,807,2536 
624,159,581,7343 
625,159,860,79 
626,159,504,292 
627,468,995,2905 
628,468,916,3380 
629,468,94,3346 
630,468,417,1449 
631,995,6,3341 
632,995,767,5726 
633,995,920,6049 
634,995,119,3339 
635,256,940,0 
636,256,848,5340 
637,256,408,0 
638,256,608,0 
639,256,672,4765 
640,256,220,1171 
641,940,402,3698 
642,940,495,3596 
643,940,100,2953 
644,940,281,816 
645,482,856,179 
646,482,719,10 
647,482,532,219 
648,482,842,0 
649,482,25,2756 
650,482,338,2515 
651,482,243,3189 
652,856,157,0 
653,856,824,91 
654,856,427,173 
655,856,317,916 
656,856,186,3415 
657,164,281,0 
658,164,380,620 
659,164,418,2039 
660,164,210,7329 
661,164,290,9563 
662,439,600,0 
663,439,281,0 
664,439,2,265 
665,439,73,0 
666,439,722,0 
667,439,791,0 
668,439,755,0 
669,439,809,0 
670,439,53,0 
671,439,106,0 
672,439,462,0 
673,439,226,6906 
674,600,853,1708 
675,600,676,54 
676,600,731,3205 
677,600,280,429 
678,6,691,4821 
679,6,926,71 
680,6,271,3674 
681,6,538,3942 
682,798,941,0 
683,798,8,0 
684,798,11,186 
685,798,53,0 
686,798,365,587 
687,798,431,5764 
688,148,477,3563 
689,148,43,399 
690,148,11,8138 
691,148,689,290 
692,148,496,3972 
693,477,491,3175 
694,477,206,815 
695,477,890,0 
696,477,379,0 
697,477,860,0 
698,477,831,0 
699,529,740,193 
700,529,648,214 
701,529,671,5022 
702,529,513,28 
703,529,394,0 
704,529,110,0 
705,529,390,273 
706,491,946,0 
707,491,371,0 
708,491,310,0 
709,491,659,80 
710,491,17,860 
711,491,791,1351 
712,491,343,1026 
713,491,331,567 
714,491,619,419 
715,946,319,0 
716,946,16,0 
717,946,303,0 
718,946,211,0 
719,946,954,151 
720,946,975,281 
721,946,900,749 
722,946,842,144 
723,946,620,0 
724,946,764,0 
725,21,439,47 
726,21,136,128 
727,21,62,0 
728,21,366,397 
729,21,647,1281 
730,21,230,4759 
731,21,866,4539 
732,914,500,0 
733,914,868,37 
734,914,605,168 
735,914,759,3574 
736,914,2,4171 
737,988,590,0 
738,988,845,7790 
739,988,127,2801 
740,988,409,0 
741,988,853,3319 
742,988,770,1252 
743,988,174,1867 
744,590,219,546 
745,590,923,1531 
746,590,1000,6696 
747,728,811,0 
748,728,569,0 
749,728,141,0 
750,728,680,0 
751,728,91,0 
752,728,694,0 
753,728,399,1426 
754,728,613,7050 
755,811,858,0 
756,811,618,131 
757,811,312,0 
758,811,843,0 
759,811,537,46 
760,811,304,1301 
761,811,2,3978 
762,65,600,90 
763,65,489,0 
764,65,739,0 
765,65,266,345 
766,65,260,0 
767,65,382,0 
768,65,87,175 
769,65,77,357 
770,65,26,1318 
771,65,625,1259 
772,65,756,68 
773,271,506,0 
774,271,66,0 
775,271,754,1449 
776,271,802,1512 
777,271,197,6498 
778,506,760,0 
779,506,136,75 
780,506,854,0 
781,506,835,2063 
782,506,398,228 
783,506,433,5311 
784,506,143,3170 
785,425,400,36 
786,425,757,291 
787,425,926,156 
788,425,742,3819 
789,425,712,4739 
790,425,344,5854 
791,425,967,0 
792,400,321,0 
793,400,570,0 
794,400,391,0 
795,400,254,160 
796,400,161,122 
797,400,199,3466 
798,400,28,2138 
799,713,940,1077 
800,713,195,3339 
801,713,731,7218 
802,713,653,1453 
803,713,100,1730 
804,609,536,7976 
805,609,2,1982 
806,609,626,5438 
807,609,790,1581 
808,609,379,8 
809,609,394,2966 
810,536,100,0 
811,536,218,0 
812,536,355,251 
813,536,2,9581 
814,536,502,933 
815,419,2,2750 
816,419,904,0 
817,419,442,0 
818,419,448,0 
819,419,107,0 
820,419,531,345 
821,762,905,0 
822,762,113,140 
823,762,639,0 
824,762,94,0 
825,762,529,747 
826,762,73,2764 
827,905,945,433 
828,905,943,983 
829,905,247,7891 
830,772,940,0 
831,772,36,1649 
832,772,911,0 
833,772,454,0 
834,772,575,3185 
835,772,967,0 
836,772,436,0 
837,119,383,18 
838,119,365,556 
839,119,710,341 
840,119,132,778 
841,119,521,1153 
842,119,689,0 
843,119,262,500 
844,119,667,624 
845,119,255,1964 
846,964,98,0 
847,964,514,0 
848,964,499,0 
849,964,384,97 
850,964,661,1 
851,964,486,154 
852,964,272,0 
853,964,481,1093 
854,964,721,2383 
855,964,899,930 
856,98,570,0 
857,98,619,0 
858,98,74,190 
859,98,548,354 
860,98,664,1277 
861,98,432,928 
862,12,348,0 
863,12,198,0 
864,12,88,1276 
865,12,705,912 
866,12,808,4998 
867,12,623,4703 
868,12,930,771 
869,348,377,0 
870,348,905,0 
871,348,604,0 
872,348,967,0 
873,348,102,0 
874,348,769,0 
875,348,302,121 
876,348,549,0 
877,348,268,0 
878,348,670,30 
879,348,890,0 
880,397,477,0 
881,397,677,0 
882,397,758,0 
883,397,984,285 
884,397,718,2618 
885,397,359,3880 
886,34,562,0 
887,34,630,0 
888,34,775,0 
889,34,187,0 
890,34,586,0 
891,34,690,0 
892,34,120,0 
893,34,730,80 
894,34,819,1867 
895,34,36,3465 
896,34,666,388 
897,34,362,1102 
898,562,378,303 
899,562,143,3885 
900,562,619,4395 
901,562,169,1148 
902,170,478,0 
903,170,757,249 
904,170,433,2884 
905,170,267,300 
906,170,95,213 
907,170,359,5434 
908,170,108,5632 
909,170,544,3959 
910,170,654,4832 
911,478,991,1576 
912,478,690,4852 
913,478,328,109 
914,510,986,0 
915,510,880,0 
916,510,422,0 
917,510,720,0 
918,510,471,0 
919,510,556,0 
920,510,637,254 
921,986,430,0 
922,986,201,0 
923,986,763,735 
924,986,663,28 
925,757,521,0 
926,757,381,0 
927,757,649,378 
928,757,643,199 
929,757,552,2611 
930,521,683,90 
931,521,63,1000 
932,521,899,0 
933,521,696,0 
934,521,513,7084 
935,521,193,0 
936,49,850,0 
937,49,607,0 
938,49,574,0 
939,49,963,0 
940,49,814,0 
941,49,756,0 
942,49,306,465 
943,49,652,4954 
944,850,765,0 
945,850,938,0 
946,850,87,0 
947,850,611,0 
948,850,352,133 
949,850,110,0 
950,850,799,331 
951,850,630,120 
952,850,495,793 
953,850,959,5806 
954,484,93,1369 
955,484,923,212 
956,484,379,0 
957,484,46,4539 
958,484,966,0 
959,484,806,3141 
960,484,559,0 
961,484,828,21 
962,484,353,0 
963,484,679,2257 
964,484,110,1295 
965,93,59,0 
966,93,454,0 
967,93,314,6209 
968,93,807,1352 
969,93,86,1610 
970,93,886,7626 
971,93,726,1247 
972,83,851,0 
973,83,321,0 
974,83,834,0 
975,83,479,492 
976,83,95,493 
977,83,865,0 
978,83,772,1845 
979,83,667,97 
980,83,506,1455 
981,83,615,2322 
982,851,684,40 
983,543,251,0 
984,543,77,179 
985,543,59,0 
986,543,722,1758 
987,251,56,0 
988,251,409,0 
989,251,779,0 
990,251,278,0 
991,251,960,0 
992,251,45,3446 
993,854,738,4530 
994,854,911,4096 
995,854,289,1826 
996,854,665,4024 
997,854,24,1663 
998,903,513,20 
999,903,52,0 
1000,903,795,2158 
1001,903,40,263 
1002,903,911,0 
1003,903,484,1291 
1004,903,802,6816 
1005,513,854,0 
1006,513,750,9460 
1007,513,971,59 
1008,513,726,2472 
1009,104,625,60 
1010,104,141,31 
1011,104,448,1083 
1012,104,957,893 
1013,104,339,9894 
1014,104,390,401 
1015,104,677,1824 
1016,104,777,2538 
1017,625,141,0 
1018,625,680,0 
1019,625,746,394 
1020,625,99,8251 
1021,625,460,0 
1022,625,104,7710 
1023,672,508,2306 
1024,672,761,3137 
1025,672,912,6369 
1026,672,926,4631 
1027,672,96,6619 
1028,508,203,3809 
1029,508,787,232 
1030,508,99,3109 
1031,77,20,2546 
1032,77,807,0 
1033,77,775,0 
1034,77,5,708 
1035,77,520,4772 
1036,77,945,2035 
1037,77,904,9887 
1038,77,559,0 
1039,77,2,6497 
1040,20,228,0 
1041,20,973,3865 
1042,20,758,0 
1043,20,240,2248 
1044,20,837,8840 
1045,20,791,4418 
1046,538,224,0 
1047,538,954,1378 
1048,538,56,2620 
1049,538,490,102 
1050,538,58,6587 
1051,224,911,0 
1052,224,841,1100 
1053,224,602,4248 
1054,224,215,3023 
1055,224,381,4227 
1056,224,771,2252 
1057,224,940,256 
1058,224,828,2344 
1059,321,319,0 
1060,321,198,56 
1061,321,894,0 
1062,321,332,55 
1063,321,298,3360 
1064,319,80,7 
1065,319,50,0 
1066,319,531,385 
1067,607,182,0 
1068,607,788,0 
1069,607,480,0 
1070,607,10,0 
1071,607,187,0 
1072,607,413,0 
1073,607,336,0 
1074,607,608,0 
1075,607,475,1263 
1076,182,961,3137 
1077,182,457,7168 
1078,182,890,99 
1079,182,435,79 
1080,113,359,0 
1081,113,695,0 
1082,113,101,409 
1083,267,2,3714 
1084,267,792,0 
1085,267,989,0 
1086,267,766,0 
1087,267,172,0 
1088,267,419,0 
1089,951,485,750 
1090,951,909,4415 
1091,951,771,0 
1092,951,350,1932 
1093,951,960,67 
1094,951,911,720 
1095,951,460,4560 
1096,951,325,6722 
1097,485,355,0 
1098,485,619,1472 
1099,485,394,0 
1100,485,379,0 
1101,485,8,0 
1102,485,911,851 
1103,485,100,253 
1104,485,910,2249 
1105,485,781,5684 
1106,760,502,594 
1107,760,916,0 
1108,760,270,0 
1109,760,306,891 
1110,760,454,1337 
1111,760,394,154 
1112,760,960,6766 
1113,760,894,366 
1114,502,408,0 
1115,502,315,3834 
1116,502,355,1058 
1117,109,301,4083 
1118,109,35,3508 
1119,109,407,3628 
1120,109,245,8604 
1121,109,402,857 
1122,301,105,462 
1123,301,881,9272 
1124,140,818,0 
1125,140,885,1 
1126,140,624,6468 
1127,140,613,0 
1128,140,170,1015 
1129,140,807,34 
1130,818,90,0 
1131,818,257,207 
1132,818,614,185 
1133,818,95,13 
1134,818,398,1063 
1135,818,151,3701 
1136,818,939,3832 
1137,818,12,7089 
1138,324,2,7223 
1139,324,241,179 
1140,324,574,161 
1141,324,395,200 
1142,324,710,4140 
1143,324,157,789 
1144,324,58,1060 
1145,324,216,0 
1146,308,685,0 
1147,308,728,0 
1148,308,944,445 
1149,308,555,3944 
1150,308,695,178 
1151,308,52,0 
1152,308,768,2866 
1153,308,363,0 
1154,308,173,6510 
1155,308,899,142 
1156,685,349,4962 
1157,685,726,1478 
1158,257,1000,0 
1159,257,361,0 
1160,257,925,204 
1161,257,617,552 
1162,257,14,0 
1163,257,662,5563 
1164,1000,575,0 
1165,1000,316,2014 
1166,1000,953,4682 
1167,1000,894,0 
1168,1000,409,0 
1169,355,394,0 
1170,355,960,1243 
1171,355,460,0 
1172,355,409,6515 
1173,355,910,1487 
1174,355,901,7232 
1175,311,420,0 
1176,311,696,0 
1177,311,367,0 
1178,311,617,475 
1179,311,406,700 
1180,420,495,98 
1181,420,2,1394 
1182,420,328,0 
1183,420,71,0 
1184,420,186,433 
1185,392,826,0 
1186,392,990,0 
1187,392,301,0 
1188,392,55,52 
1189,392,969,231 
1190,392,453,1526 
1191,374,849,1676 
1192,374,532,311 
1193,374,843,6333 
1194,849,350,0 
1195,849,218,0 
1196,849,297,0 
1197,849,291,0 
1198,849,2,1727 
1199,849,49,0 
1200,849,148,0 
1201,877,928,0 
1202,877,161,0 
1203,877,941,0 
1204,877,746,20 
1205,877,370,0 
1206,928,648,32 
1207,928,312,153 
1208,928,334,0 
1209,928,563,0 
1210,928,681,1399 
1211,928,71,897 
1212,928,706,5262 
1213,265,126,0 
1214,265,668,0 
1215,265,90,0 
1216,265,475,0 
1217,265,101,0 
1218,265,176,0 
1219,265,248,233 
1220,265,514,2984 
1221,265,496,4323 
1222,265,680,1097 
1223,265,280,1804 
1224,126,368,0 
1225,126,877,20 
1226,126,627,0 
1227,126,301,50 
1228,126,608,0 
1229,126,244,7851 
1230,126,682,7451 
1231,126,349,3003 
1232,90,483,0 
1233,90,842,0 
1234,90,2,2978 
1235,90,441,0 
1236,90,603,0 
1237,90,503,0 
1238,460,2,8586 
1239,460,972,258 
1240,460,980,8496 
1241,460,559,0 
1242,460,394,4167 
1243,460,379,292 
1244,289,100,0 
1245,289,225,611 
1246,289,608,0 
1247,289,413,3265 
1248,289,205,499 
1249,289,460,695 
1250,185,642,510 
1251,185,334,0 
1252,185,630,270 
1253,185,11,205 
1254,185,308,8638 
1255,642,695,0 
1256,642,975,2337 
1257,642,452,0 
1258,642,437,0 
1259,642,848,2546 
1260,642,259,3568 
1261,143,810,0 
1262,143,633,579 
1263,143,135,892 
1264,143,821,572 
1265,143,428,5209 
1266,143,788,2963 
1267,810,838,177 
1268,810,363,0 
1269,810,56,60 
1270,810,873,348 
1271,810,261,4877 
1272,810,216,0 
1273,810,253,3 
1274,810,726,332 
1275,810,219,940 
1276,272,498,425 
1277,272,942,5149 
1278,272,917,9997 
1279,498,370,0 
1280,498,168,55 
1281,498,664,357 
1282,498,759,900 
1283,498,209,3128 
1284,498,372,2658 
1285,415,440,0 
1286,415,789,0 
1287,415,205,0 
1288,415,846,0 
1289,415,110,0 
1290,415,2,0 
1291,415,260,0 
1292,440,228,0 
1293,440,132,0 
1294,440,311,1043 
1295,440,44,0 
1296,440,85,0 
1297,440,765,599 
1298,440,444,1622 
1299,440,118,912 
1300,294,20,158 
1301,294,943,0 
1302,294,923,0 
1303,294,521,0 
1304,294,712,3 
1305,294,713,0 
1306,428,461,7350 
1307,428,474,8346 
1308,428,124,4397 
1309,428,719,4047 
1310,428,491,664 
1311,461,668,0 
1312,461,563,42 
1313,461,2,9048 
1314,461,250,4848 
1315,461,873,3000 
1316,192,181,40 
1317,192,120,359 
1318,192,586,82 
1319,181,516,0 
1320,181,744,0 
1321,181,721,0 
1322,181,683,0 
1323,181,174,0 
1324,181,331,0 
1325,181,957,0 
1326,181,900,57 
1327,181,524,2565 
1328,181,876,1513 
1329,181,663,3183 
1330,943,860,0 
1331,943,114,8423 
1332,943,59,116 
1333,943,971,2493 
1334,367,716,8385 
1335,367,289,2242 
1336,367,370,1526 
1337,367,245,1884 
1338,367,228,3866 
1339,367,793,2566 
1340,367,310,926 
1341,367,408,1107 
1342,367,281,2555 
1343,367,283,1251 
1344,68,491,0 
1345,68,595,0 
1346,68,460,0 
1347,68,797,0 
1348,68,72,0 
1349,68,76,72 
1350,68,279,2306 
1351,105,737,0 
1352,105,583,46 
1353,105,84,0 
1354,105,850,0 
1355,105,454,0 
1356,105,128,0 
1357,105,492,60 
1358,105,293,626 
1359,737,264,2493 
1360,737,262,0 
1361,737,935,0 
1362,737,775,254 
1363,737,110,0 
1364,737,37,0 
1365,737,562,9501 
1366,737,255,2302 
1367,686,837,100 
1368,686,840,0 
1369,686,339,51 
1370,686,31,1083 
1371,686,451,2071 
1372,686,842,6193 
1373,686,560,505 
1374,837,454,0 
1375,837,639,0 
1376,837,159,0 
1377,837,572,5304 
1378,837,388,4704 
1379,837,128,8481 
1380,837,318,6553 
1381,525,110,0 
1382,525,588,1398 
1383,525,642,7656 
1384,525,37,0 
1385,525,168,4684 
1386,525,377,1830 
1387,660,65,98 
1388,660,334,0 
1389,660,746,31 
1390,660,987,0 
1391,660,775,0 
1392,660,766,0 
1393,660,431,6525 
1394,660,791,630 
1395,62,893,0 
1396,62,744,6965 
1397,62,216,3198 
1398,62,325,412 
1399,893,500,235 
1400,893,559,0 
1401,893,842,416 
1402,893,995,2326 
1403,893,231,3265 
1404,961,725,0 
1405,961,464,222 
1406,961,313,263 
1407,961,795,1204 
1408,961,363,0 
1409,961,889,531 
1410,961,995,2362 
1411,961,195,1042 
1412,725,363,0 
1413,725,951,0 
1414,725,89,58 
1415,725,225,87 
1416,725,220,370 
1417,725,610,3056 
1418,664,35,0 
1419,664,792,0 
1420,664,520,0 
1421,664,668,0 
1422,664,292,155 
1423,664,863,116 
1424,664,324,7158 
1425,664,680,1494 
1426,35,421,398 
1427,35,165,60 
1428,35,609,0 
1429,35,493,3827 
1430,35,848,851 
1431,35,861,4625 
1432,553,700,18 
1433,553,605,57 
1434,553,614,204 
1435,553,610,1901 
1436,700,307,2745 
1437,678,424,12 
1438,678,465,5169 
1439,678,93,1343 
